image_id,shape_id,shape_name,a,b,shape_center_x,shape_center_y,alpha,shape_color,image_binary_code,shape_color_word
08671,0,Parallelogram,8,4,54,22,60,"(255, 255, 255)",11111011100001,white
08672,0,Ellipse,8,4,6,38,60,"(255, 255, 255)",00000111100001,white
08673,0,Ellipse,8,4,6,38,60,"(255, 255, 255)",10000111100001,white
08674,0,Parallelogram,8,4,6,38,60,"(255, 255, 255)",01000111100001,white
08675,0,Parallelogram,8,4,6,38,60,"(255, 255, 255)",11000111100001,white
08676,0,Ellipse,8,4,22,38,60,"(255, 255, 255)",00100111100001,white
08677,0,Ellipse,8,4,22,38,60,"(255, 255, 255)",10100111100001,white
08678,0,Parallelogram,8,4,22,38,60,"(255, 255, 255)",01100111100001,white
08679,0,Parallelogram,8,4,22,38,60,"(255, 255, 255)",11100111100001,white
08680,0,Ellipse,8,4,38,38,60,"(255, 255, 255)",00010111100001,white
08681,0,Ellipse,8,4,38,38,60,"(255, 255, 255)",10010111100001,white
08682,0,Parallelogram,8,4,38,38,60,"(255, 255, 255)",01010111100001,white
08683,0,Parallelogram,8,4,38,38,60,"(255, 255, 255)",11010111100001,white
08684,0,Ellipse,8,4,54,38,60,"(255, 255, 255)",00110111100001,white
08685,0,Ellipse,8,4,54,38,60,"(255, 255, 255)",10110111100001,white
08686,0,Parallelogram,8,4,54,38,60,"(255, 255, 255)",01110111100001,white
08687,0,Parallelogram,8,4,54,38,60,"(255, 255, 255)",11110111100001,white
08688,0,Ellipse,8,4,6,54,60,"(255, 255, 255)",00001111100001,white
08689,0,Ellipse,8,4,6,54,60,"(255, 255, 255)",10001111100001,white
08690,0,Parallelogram,8,4,6,54,60,"(255, 255, 255)",01001111100001,white
08691,0,Parallelogram,8,4,6,54,60,"(255, 255, 255)",11001111100001,white
08692,0,Ellipse,8,4,22,54,60,"(255, 255, 255)",00101111100001,white
08693,0,Ellipse,8,4,22,54,60,"(255, 255, 255)",10101111100001,white
08694,0,Parallelogram,8,4,22,54,60,"(255, 255, 255)",01101111100001,white
08695,0,Parallelogram,8,4,22,54,60,"(255, 255, 255)",11101111100001,white
08696,0,Ellipse,8,4,38,54,60,"(255, 255, 255)",00011111100001,white
08697,0,Ellipse,8,4,38,54,60,"(255, 255, 255)",10011111100001,white
08698,0,Parallelogram,8,4,38,54,60,"(255, 255, 255)",01011111100001,white
08699,0,Parallelogram,8,4,38,54,60,"(255, 255, 255)",11011111100001,white
08700,0,Ellipse,8,4,54,54,60,"(255, 255, 255)",00111111100001,white
08701,0,Ellipse,8,4,54,54,60,"(255, 255, 255)",10111111100001,white
08702,0,Parallelogram,8,4,54,54,60,"(255, 255, 255)",01111111100001,white
08703,0,Parallelogram,8,4,54,54,60,"(255, 255, 255)",11111111100001,white
08704,0,Ellipse,12,4,6,6,60,"(255, 0, 0)",00000000010001,blue
08705,0,Ellipse,12,4,6,6,60,"(255, 0, 0)",10000000010001,blue
08706,0,Parallelogram,12,4,6,6,60,"(255, 0, 0)",01000000010001,blue
08707,0,Parallelogram,12,4,6,6,60,"(255, 0, 0)",11000000010001,blue
08708,0,Ellipse,12,4,22,6,60,"(255, 0, 0)",00100000010001,blue
08709,0,Ellipse,12,4,22,6,60,"(255, 0, 0)",10100000010001,blue
08710,0,Parallelogram,12,4,22,6,60,"(255, 0, 0)",01100000010001,blue
08711,0,Parallelogram,12,4,22,6,60,"(255, 0, 0)",11100000010001,blue
08712,0,Ellipse,12,4,38,6,60,"(255, 0, 0)",00010000010001,blue
08713,0,Ellipse,12,4,38,6,60,"(255, 0, 0)",10010000010001,blue
08714,0,Parallelogram,12,4,38,6,60,"(255, 0, 0)",01010000010001,blue
08715,0,Parallelogram,12,4,38,6,60,"(255, 0, 0)",11010000010001,blue
08716,0,Ellipse,12,4,54,6,60,"(255, 0, 0)",00110000010001,blue
08717,0,Ellipse,12,4,54,6,60,"(255, 0, 0)",10110000010001,blue
08718,0,Parallelogram,12,4,54,6,60,"(255, 0, 0)",01110000010001,blue
08719,0,Parallelogram,12,4,54,6,60,"(255, 0, 0)",11110000010001,blue
08720,0,Ellipse,12,4,6,22,60,"(255, 0, 0)",00001000010001,blue
08721,0,Ellipse,12,4,6,22,60,"(255, 0, 0)",10001000010001,blue
08722,0,Parallelogram,12,4,6,22,60,"(255, 0, 0)",01001000010001,blue
08723,0,Parallelogram,12,4,6,22,60,"(255, 0, 0)",11001000010001,blue
08724,0,Ellipse,12,4,22,22,60,"(255, 0, 0)",00101000010001,blue
08725,0,Ellipse,12,4,22,22,60,"(255, 0, 0)",10101000010001,blue
08726,0,Parallelogram,12,4,22,22,60,"(255, 0, 0)",01101000010001,blue
08727,0,Parallelogram,12,4,22,22,60,"(255, 0, 0)",11101000010001,blue
08728,0,Ellipse,12,4,38,22,60,"(255, 0, 0)",00011000010001,blue
08729,0,Ellipse,12,4,38,22,60,"(255, 0, 0)",10011000010001,blue
08730,0,Parallelogram,12,4,38,22,60,"(255, 0, 0)",01011000010001,blue
08731,0,Parallelogram,12,4,38,22,60,"(255, 0, 0)",11011000010001,blue
08732,0,Ellipse,12,4,54,22,60,"(255, 0, 0)",00111000010001,blue
08733,0,Ellipse,12,4,54,22,60,"(255, 0, 0)",10111000010001,blue
08734,0,Parallelogram,12,4,54,22,60,"(255, 0, 0)",01111000010001,blue
08735,0,Parallelogram,12,4,54,22,60,"(255, 0, 0)",11111000010001,blue
08736,0,Ellipse,12,4,6,38,60,"(255, 0, 0)",00000100010001,blue
08737,0,Ellipse,12,4,6,38,60,"(255, 0, 0)",10000100010001,blue
08738,0,Parallelogram,12,4,6,38,60,"(255, 0, 0)",01000100010001,blue
08739,0,Parallelogram,12,4,6,38,60,"(255, 0, 0)",11000100010001,blue
08740,0,Ellipse,12,4,22,38,60,"(255, 0, 0)",00100100010001,blue
08741,0,Ellipse,12,4,22,38,60,"(255, 0, 0)",10100100010001,blue
08742,0,Parallelogram,12,4,22,38,60,"(255, 0, 0)",01100100010001,blue
08743,0,Parallelogram,12,4,22,38,60,"(255, 0, 0)",11100100010001,blue
08744,0,Ellipse,12,4,38,38,60,"(255, 0, 0)",00010100010001,blue
08745,0,Ellipse,12,4,38,38,60,"(255, 0, 0)",10010100010001,blue
08746,0,Parallelogram,12,4,38,38,60,"(255, 0, 0)",01010100010001,blue
08747,0,Parallelogram,12,4,38,38,60,"(255, 0, 0)",11010100010001,blue
08748,0,Ellipse,12,4,54,38,60,"(255, 0, 0)",00110100010001,blue
08749,0,Ellipse,12,4,54,38,60,"(255, 0, 0)",10110100010001,blue
08750,0,Parallelogram,12,4,54,38,60,"(255, 0, 0)",01110100010001,blue
08751,0,Parallelogram,12,4,54,38,60,"(255, 0, 0)",11110100010001,blue
08752,0,Ellipse,12,4,6,54,60,"(255, 0, 0)",00001100010001,blue
08753,0,Ellipse,12,4,6,54,60,"(255, 0, 0)",10001100010001,blue
08754,0,Parallelogram,12,4,6,54,60,"(255, 0, 0)",01001100010001,blue
08755,0,Parallelogram,12,4,6,54,60,"(255, 0, 0)",11001100010001,blue
08756,0,Ellipse,12,4,22,54,60,"(255, 0, 0)",00101100010001,blue
08757,0,Ellipse,12,4,22,54,60,"(255, 0, 0)",10101100010001,blue
08758,0,Parallelogram,12,4,22,54,60,"(255, 0, 0)",01101100010001,blue
08759,0,Parallelogram,12,4,22,54,60,"(255, 0, 0)",11101100010001,blue
08760,0,Ellipse,12,4,38,54,60,"(255, 0, 0)",00011100010001,blue
08761,0,Ellipse,12,4,38,54,60,"(255, 0, 0)",10011100010001,blue
08762,0,Parallelogram,12,4,38,54,60,"(255, 0, 0)",01011100010001,blue
08763,0,Parallelogram,12,4,38,54,60,"(255, 0, 0)",11011100010001,blue
08764,0,Ellipse,12,4,54,54,60,"(255, 0, 0)",00111100010001,blue
08765,0,Ellipse,12,4,54,54,60,"(255, 0, 0)",10111100010001,blue
08766,0,Parallelogram,12,4,54,54,60,"(255, 0, 0)",01111100010001,blue
08767,0,Parallelogram,12,4,54,54,60,"(255, 0, 0)",11111100010001,blue
08768,0,Ellipse,12,4,6,6,60,"(0, 255, 0)",00000010010001,green
08769,0,Ellipse,12,4,6,6,60,"(0, 255, 0)",10000010010001,green
08770,0,Parallelogram,12,4,6,6,60,"(0, 255, 0)",01000010010001,green
08771,0,Parallelogram,12,4,6,6,60,"(0, 255, 0)",11000010010001,green
08772,0,Ellipse,12,4,22,6,60,"(0, 255, 0)",00100010010001,green
08773,0,Ellipse,12,4,22,6,60,"(0, 255, 0)",10100010010001,green
08774,0,Parallelogram,12,4,22,6,60,"(0, 255, 0)",01100010010001,green
08775,0,Parallelogram,12,4,22,6,60,"(0, 255, 0)",11100010010001,green
08776,0,Ellipse,12,4,38,6,60,"(0, 255, 0)",00010010010001,green
08777,0,Ellipse,12,4,38,6,60,"(0, 255, 0)",10010010010001,green
08778,0,Parallelogram,12,4,38,6,60,"(0, 255, 0)",01010010010001,green
08779,0,Parallelogram,12,4,38,6,60,"(0, 255, 0)",11010010010001,green
08780,0,Ellipse,12,4,54,6,60,"(0, 255, 0)",00110010010001,green
08781,0,Ellipse,12,4,54,6,60,"(0, 255, 0)",10110010010001,green
08782,0,Parallelogram,12,4,54,6,60,"(0, 255, 0)",01110010010001,green
08783,0,Parallelogram,12,4,54,6,60,"(0, 255, 0)",11110010010001,green
08784,0,Ellipse,12,4,6,22,60,"(0, 255, 0)",00001010010001,green
08785,0,Ellipse,12,4,6,22,60,"(0, 255, 0)",10001010010001,green
08786,0,Parallelogram,12,4,6,22,60,"(0, 255, 0)",01001010010001,green
08787,0,Parallelogram,12,4,6,22,60,"(0, 255, 0)",11001010010001,green
08788,0,Ellipse,12,4,22,22,60,"(0, 255, 0)",00101010010001,green
08789,0,Ellipse,12,4,22,22,60,"(0, 255, 0)",10101010010001,green
08790,0,Parallelogram,12,4,22,22,60,"(0, 255, 0)",01101010010001,green
08791,0,Parallelogram,12,4,22,22,60,"(0, 255, 0)",11101010010001,green
08792,0,Ellipse,12,4,38,22,60,"(0, 255, 0)",00011010010001,green
08793,0,Ellipse,12,4,38,22,60,"(0, 255, 0)",10011010010001,green
08794,0,Parallelogram,12,4,38,22,60,"(0, 255, 0)",01011010010001,green
08795,0,Parallelogram,12,4,38,22,60,"(0, 255, 0)",11011010010001,green
08796,0,Ellipse,12,4,54,22,60,"(0, 255, 0)",00111010010001,green
08797,0,Ellipse,12,4,54,22,60,"(0, 255, 0)",10111010010001,green
08798,0,Parallelogram,12,4,54,22,60,"(0, 255, 0)",01111010010001,green
08799,0,Parallelogram,12,4,54,22,60,"(0, 255, 0)",11111010010001,green
08800,0,Ellipse,12,4,6,38,60,"(0, 255, 0)",00000110010001,green
08801,0,Ellipse,12,4,6,38,60,"(0, 255, 0)",10000110010001,green
08802,0,Parallelogram,12,4,6,38,60,"(0, 255, 0)",01000110010001,green
08803,0,Parallelogram,12,4,6,38,60,"(0, 255, 0)",11000110010001,green
08804,0,Ellipse,12,4,22,38,60,"(0, 255, 0)",00100110010001,green
08805,0,Ellipse,12,4,22,38,60,"(0, 255, 0)",10100110010001,green
08806,0,Parallelogram,12,4,22,38,60,"(0, 255, 0)",01100110010001,green
08807,0,Parallelogram,12,4,22,38,60,"(0, 255, 0)",11100110010001,green
08808,0,Ellipse,12,4,38,38,60,"(0, 255, 0)",00010110010001,green
08809,0,Ellipse,12,4,38,38,60,"(0, 255, 0)",10010110010001,green
08810,0,Parallelogram,12,4,38,38,60,"(0, 255, 0)",01010110010001,green
08811,0,Parallelogram,12,4,38,38,60,"(0, 255, 0)",11010110010001,green
08812,0,Ellipse,12,4,54,38,60,"(0, 255, 0)",00110110010001,green
08813,0,Ellipse,12,4,54,38,60,"(0, 255, 0)",10110110010001,green
08814,0,Parallelogram,12,4,54,38,60,"(0, 255, 0)",01110110010001,green
08815,0,Parallelogram,12,4,54,38,60,"(0, 255, 0)",11110110010001,green
08816,0,Ellipse,12,4,6,54,60,"(0, 255, 0)",00001110010001,green
08817,0,Ellipse,12,4,6,54,60,"(0, 255, 0)",10001110010001,green
08818,0,Parallelogram,12,4,6,54,60,"(0, 255, 0)",01001110010001,green
08819,0,Parallelogram,12,4,6,54,60,"(0, 255, 0)",11001110010001,green
08820,0,Ellipse,12,4,22,54,60,"(0, 255, 0)",00101110010001,green
08821,0,Ellipse,12,4,22,54,60,"(0, 255, 0)",10101110010001,green
08822,0,Parallelogram,12,4,22,54,60,"(0, 255, 0)",01101110010001,green
08823,0,Parallelogram,12,4,22,54,60,"(0, 255, 0)",11101110010001,green
08824,0,Ellipse,12,4,38,54,60,"(0, 255, 0)",00011110010001,green
08825,0,Ellipse,12,4,38,54,60,"(0, 255, 0)",10011110010001,green
08826,0,Parallelogram,12,4,38,54,60,"(0, 255, 0)",01011110010001,green
08827,0,Parallelogram,12,4,38,54,60,"(0, 255, 0)",11011110010001,green
08828,0,Ellipse,12,4,54,54,60,"(0, 255, 0)",00111110010001,green
08829,0,Ellipse,12,4,54,54,60,"(0, 255, 0)",10111110010001,green
08830,0,Parallelogram,12,4,54,54,60,"(0, 255, 0)",01111110010001,green
08831,0,Parallelogram,12,4,54,54,60,"(0, 255, 0)",11111110010001,green
08832,0,Ellipse,12,4,6,6,60,"(0, 0, 255)",00000001010001,red
08833,0,Ellipse,12,4,6,6,60,"(0, 0, 255)",10000001010001,red
08834,0,Parallelogram,12,4,6,6,60,"(0, 0, 255)",01000001010001,red
08835,0,Parallelogram,12,4,6,6,60,"(0, 0, 255)",11000001010001,red
08836,0,Ellipse,12,4,22,6,60,"(0, 0, 255)",00100001010001,red
08837,0,Ellipse,12,4,22,6,60,"(0, 0, 255)",10100001010001,red
08838,0,Parallelogram,12,4,22,6,60,"(0, 0, 255)",01100001010001,red
08839,0,Parallelogram,12,4,22,6,60,"(0, 0, 255)",11100001010001,red
08840,0,Ellipse,12,4,38,6,60,"(0, 0, 255)",00010001010001,red
08841,0,Ellipse,12,4,38,6,60,"(0, 0, 255)",10010001010001,red
08842,0,Parallelogram,12,4,38,6,60,"(0, 0, 255)",01010001010001,red
08843,0,Parallelogram,12,4,38,6,60,"(0, 0, 255)",11010001010001,red
08844,0,Ellipse,12,4,54,6,60,"(0, 0, 255)",00110001010001,red
08845,0,Ellipse,12,4,54,6,60,"(0, 0, 255)",10110001010001,red
08846,0,Parallelogram,12,4,54,6,60,"(0, 0, 255)",01110001010001,red
08847,0,Parallelogram,12,4,54,6,60,"(0, 0, 255)",11110001010001,red
08848,0,Ellipse,12,4,6,22,60,"(0, 0, 255)",00001001010001,red
08849,0,Ellipse,12,4,6,22,60,"(0, 0, 255)",10001001010001,red
08850,0,Parallelogram,12,4,6,22,60,"(0, 0, 255)",01001001010001,red
08851,0,Parallelogram,12,4,6,22,60,"(0, 0, 255)",11001001010001,red
08852,0,Ellipse,12,4,22,22,60,"(0, 0, 255)",00101001010001,red
08853,0,Ellipse,12,4,22,22,60,"(0, 0, 255)",10101001010001,red
08854,0,Parallelogram,12,4,22,22,60,"(0, 0, 255)",01101001010001,red
08855,0,Parallelogram,12,4,22,22,60,"(0, 0, 255)",11101001010001,red
08856,0,Ellipse,12,4,38,22,60,"(0, 0, 255)",00011001010001,red
08857,0,Ellipse,12,4,38,22,60,"(0, 0, 255)",10011001010001,red
08858,0,Parallelogram,12,4,38,22,60,"(0, 0, 255)",01011001010001,red
08859,0,Parallelogram,12,4,38,22,60,"(0, 0, 255)",11011001010001,red
08860,0,Ellipse,12,4,54,22,60,"(0, 0, 255)",00111001010001,red
08861,0,Ellipse,12,4,54,22,60,"(0, 0, 255)",10111001010001,red
08862,0,Parallelogram,12,4,54,22,60,"(0, 0, 255)",01111001010001,red
08863,0,Parallelogram,12,4,54,22,60,"(0, 0, 255)",11111001010001,red
08864,0,Ellipse,12,4,6,38,60,"(0, 0, 255)",00000101010001,red
08865,0,Ellipse,12,4,6,38,60,"(0, 0, 255)",10000101010001,red
08866,0,Parallelogram,12,4,6,38,60,"(0, 0, 255)",01000101010001,red
08867,0,Parallelogram,12,4,6,38,60,"(0, 0, 255)",11000101010001,red
08868,0,Ellipse,12,4,22,38,60,"(0, 0, 255)",00100101010001,red
08869,0,Ellipse,12,4,22,38,60,"(0, 0, 255)",10100101010001,red
08870,0,Parallelogram,12,4,22,38,60,"(0, 0, 255)",01100101010001,red
08871,0,Parallelogram,12,4,22,38,60,"(0, 0, 255)",11100101010001,red
08872,0,Ellipse,12,4,38,38,60,"(0, 0, 255)",00010101010001,red
08873,0,Ellipse,12,4,38,38,60,"(0, 0, 255)",10010101010001,red
08874,0,Parallelogram,12,4,38,38,60,"(0, 0, 255)",01010101010001,red
08875,0,Parallelogram,12,4,38,38,60,"(0, 0, 255)",11010101010001,red
08876,0,Ellipse,12,4,54,38,60,"(0, 0, 255)",00110101010001,red
08877,0,Ellipse,12,4,54,38,60,"(0, 0, 255)",10110101010001,red
08878,0,Parallelogram,12,4,54,38,60,"(0, 0, 255)",01110101010001,red
08879,0,Parallelogram,12,4,54,38,60,"(0, 0, 255)",11110101010001,red
08880,0,Ellipse,12,4,6,54,60,"(0, 0, 255)",00001101010001,red
08881,0,Ellipse,12,4,6,54,60,"(0, 0, 255)",10001101010001,red
08882,0,Parallelogram,12,4,6,54,60,"(0, 0, 255)",01001101010001,red
08883,0,Parallelogram,12,4,6,54,60,"(0, 0, 255)",11001101010001,red
08884,0,Ellipse,12,4,22,54,60,"(0, 0, 255)",00101101010001,red
08885,0,Ellipse,12,4,22,54,60,"(0, 0, 255)",10101101010001,red
08886,0,Parallelogram,12,4,22,54,60,"(0, 0, 255)",01101101010001,red
08887,0,Parallelogram,12,4,22,54,60,"(0, 0, 255)",11101101010001,red
08888,0,Ellipse,12,4,38,54,60,"(0, 0, 255)",00011101010001,red
08889,0,Ellipse,12,4,38,54,60,"(0, 0, 255)",10011101010001,red
08890,0,Parallelogram,12,4,38,54,60,"(0, 0, 255)",01011101010001,red
08891,0,Parallelogram,12,4,38,54,60,"(0, 0, 255)",11011101010001,red
08892,0,Ellipse,12,4,54,54,60,"(0, 0, 255)",00111101010001,red
08893,0,Ellipse,12,4,54,54,60,"(0, 0, 255)",10111101010001,red
08894,0,Parallelogram,12,4,54,54,60,"(0, 0, 255)",01111101010001,red
08895,0,Parallelogram,12,4,54,54,60,"(0, 0, 255)",11111101010001,red
08896,0,Ellipse,12,4,6,6,60,"(255, 255, 255)",00000011010001,white
08897,0,Ellipse,12,4,6,6,60,"(255, 255, 255)",10000011010001,white
08898,0,Parallelogram,12,4,6,6,60,"(255, 255, 255)",01000011010001,white
08899,0,Parallelogram,12,4,6,6,60,"(255, 255, 255)",11000011010001,white
08900,0,Ellipse,12,4,22,6,60,"(255, 255, 255)",00100011010001,white
08901,0,Ellipse,12,4,22,6,60,"(255, 255, 255)",10100011010001,white
08902,0,Parallelogram,12,4,22,6,60,"(255, 255, 255)",01100011010001,white
08903,0,Parallelogram,12,4,22,6,60,"(255, 255, 255)",11100011010001,white
08904,0,Ellipse,12,4,38,6,60,"(255, 255, 255)",00010011010001,white
08905,0,Ellipse,12,4,38,6,60,"(255, 255, 255)",10010011010001,white
08906,0,Parallelogram,12,4,38,6,60,"(255, 255, 255)",01010011010001,white
08907,0,Parallelogram,12,4,38,6,60,"(255, 255, 255)",11010011010001,white
08908,0,Ellipse,12,4,54,6,60,"(255, 255, 255)",00110011010001,white
08909,0,Ellipse,12,4,54,6,60,"(255, 255, 255)",10110011010001,white
08910,0,Parallelogram,12,4,54,6,60,"(255, 255, 255)",01110011010001,white
08911,0,Parallelogram,12,4,54,6,60,"(255, 255, 255)",11110011010001,white
08912,0,Ellipse,12,4,6,22,60,"(255, 255, 255)",00001011010001,white
08913,0,Ellipse,12,4,6,22,60,"(255, 255, 255)",10001011010001,white
08914,0,Parallelogram,12,4,6,22,60,"(255, 255, 255)",01001011010001,white
08915,0,Parallelogram,12,4,6,22,60,"(255, 255, 255)",11001011010001,white
08916,0,Ellipse,12,4,22,22,60,"(255, 255, 255)",00101011010001,white
08917,0,Ellipse,12,4,22,22,60,"(255, 255, 255)",10101011010001,white
08918,0,Parallelogram,12,4,22,22,60,"(255, 255, 255)",01101011010001,white
08919,0,Parallelogram,12,4,22,22,60,"(255, 255, 255)",11101011010001,white
08920,0,Ellipse,12,4,38,22,60,"(255, 255, 255)",00011011010001,white
08921,0,Ellipse,12,4,38,22,60,"(255, 255, 255)",10011011010001,white
08922,0,Parallelogram,12,4,38,22,60,"(255, 255, 255)",01011011010001,white
08923,0,Parallelogram,12,4,38,22,60,"(255, 255, 255)",11011011010001,white
08924,0,Ellipse,12,4,54,22,60,"(255, 255, 255)",00111011010001,white
08925,0,Ellipse,12,4,54,22,60,"(255, 255, 255)",10111011010001,white
08926,0,Parallelogram,12,4,54,22,60,"(255, 255, 255)",01111011010001,white
08927,0,Parallelogram,12,4,54,22,60,"(255, 255, 255)",11111011010001,white
08928,0,Ellipse,12,4,6,38,60,"(255, 255, 255)",00000111010001,white
08929,0,Ellipse,12,4,6,38,60,"(255, 255, 255)",10000111010001,white
08930,0,Parallelogram,12,4,6,38,60,"(255, 255, 255)",01000111010001,white
08931,0,Parallelogram,12,4,6,38,60,"(255, 255, 255)",11000111010001,white
08932,0,Ellipse,12,4,22,38,60,"(255, 255, 255)",00100111010001,white
08933,0,Ellipse,12,4,22,38,60,"(255, 255, 255)",10100111010001,white
08934,0,Parallelogram,12,4,22,38,60,"(255, 255, 255)",01100111010001,white
08935,0,Parallelogram,12,4,22,38,60,"(255, 255, 255)",11100111010001,white
08936,0,Ellipse,12,4,38,38,60,"(255, 255, 255)",00010111010001,white
08937,0,Ellipse,12,4,38,38,60,"(255, 255, 255)",10010111010001,white
08938,0,Parallelogram,12,4,38,38,60,"(255, 255, 255)",01010111010001,white
08939,0,Parallelogram,12,4,38,38,60,"(255, 255, 255)",11010111010001,white
08940,0,Ellipse,12,4,54,38,60,"(255, 255, 255)",00110111010001,white
08941,0,Ellipse,12,4,54,38,60,"(255, 255, 255)",10110111010001,white
08942,0,Parallelogram,12,4,54,38,60,"(255, 255, 255)",01110111010001,white
08943,0,Parallelogram,12,4,54,38,60,"(255, 255, 255)",11110111010001,white
08944,0,Ellipse,12,4,6,54,60,"(255, 255, 255)",00001111010001,white
08945,0,Ellipse,12,4,6,54,60,"(255, 255, 255)",10001111010001,white
08946,0,Parallelogram,12,4,6,54,60,"(255, 255, 255)",01001111010001,white
08947,0,Parallelogram,12,4,6,54,60,"(255, 255, 255)",11001111010001,white
08948,0,Ellipse,12,4,22,54,60,"(255, 255, 255)",00101111010001,white
08949,0,Ellipse,12,4,22,54,60,"(255, 255, 255)",10101111010001,white
08950,0,Parallelogram,12,4,22,54,60,"(255, 255, 255)",01101111010001,white
08951,0,Parallelogram,12,4,22,54,60,"(255, 255, 255)",11101111010001,white
08952,0,Ellipse,12,4,38,54,60,"(255, 255, 255)",00011111010001,white
08953,0,Ellipse,12,4,38,54,60,"(255, 255, 255)",10011111010001,white
08954,0,Parallelogram,12,4,38,54,60,"(255, 255, 255)",01011111010001,white
08955,0,Parallelogram,12,4,38,54,60,"(255, 255, 255)",11011111010001,white
08956,0,Ellipse,12,4,54,54,60,"(255, 255, 255)",00111111010001,white
08957,0,Ellipse,12,4,54,54,60,"(255, 255, 255)",10111111010001,white
08958,0,Parallelogram,12,4,54,54,60,"(255, 255, 255)",01111111010001,white
08959,0,Parallelogram,12,4,54,54,60,"(255, 255, 255)",11111111010001,white
08960,0,Ellipse,16,4,6,6,60,"(255, 0, 0)",00000000110001,blue
08961,0,Ellipse,16,4,6,6,60,"(255, 0, 0)",10000000110001,blue
08962,0,Parallelogram,16,4,6,6,60,"(255, 0, 0)",01000000110001,blue
08963,0,Parallelogram,16,4,6,6,60,"(255, 0, 0)",11000000110001,blue
08964,0,Ellipse,16,4,22,6,60,"(255, 0, 0)",00100000110001,blue
08965,0,Ellipse,16,4,22,6,60,"(255, 0, 0)",10100000110001,blue
08966,0,Parallelogram,16,4,22,6,60,"(255, 0, 0)",01100000110001,blue
08967,0,Parallelogram,16,4,22,6,60,"(255, 0, 0)",11100000110001,blue
08968,0,Ellipse,16,4,38,6,60,"(255, 0, 0)",00010000110001,blue
08969,0,Ellipse,16,4,38,6,60,"(255, 0, 0)",10010000110001,blue
08970,0,Parallelogram,16,4,38,6,60,"(255, 0, 0)",01010000110001,blue
08971,0,Parallelogram,16,4,38,6,60,"(255, 0, 0)",11010000110001,blue
08972,0,Ellipse,16,4,54,6,60,"(255, 0, 0)",00110000110001,blue
08973,0,Ellipse,16,4,54,6,60,"(255, 0, 0)",10110000110001,blue
08974,0,Parallelogram,16,4,54,6,60,"(255, 0, 0)",01110000110001,blue
08975,0,Parallelogram,16,4,54,6,60,"(255, 0, 0)",11110000110001,blue
08976,0,Ellipse,16,4,6,22,60,"(255, 0, 0)",00001000110001,blue
08977,0,Ellipse,16,4,6,22,60,"(255, 0, 0)",10001000110001,blue
08978,0,Parallelogram,16,4,6,22,60,"(255, 0, 0)",01001000110001,blue
08979,0,Parallelogram,16,4,6,22,60,"(255, 0, 0)",11001000110001,blue
08980,0,Ellipse,16,4,22,22,60,"(255, 0, 0)",00101000110001,blue
08981,0,Ellipse,16,4,22,22,60,"(255, 0, 0)",10101000110001,blue
08982,0,Parallelogram,16,4,22,22,60,"(255, 0, 0)",01101000110001,blue
08983,0,Parallelogram,16,4,22,22,60,"(255, 0, 0)",11101000110001,blue
08984,0,Ellipse,16,4,38,22,60,"(255, 0, 0)",00011000110001,blue
08985,0,Ellipse,16,4,38,22,60,"(255, 0, 0)",10011000110001,blue
08986,0,Parallelogram,16,4,38,22,60,"(255, 0, 0)",01011000110001,blue
08987,0,Parallelogram,16,4,38,22,60,"(255, 0, 0)",11011000110001,blue
08988,0,Ellipse,16,4,54,22,60,"(255, 0, 0)",00111000110001,blue
08989,0,Ellipse,16,4,54,22,60,"(255, 0, 0)",10111000110001,blue
08990,0,Parallelogram,16,4,54,22,60,"(255, 0, 0)",01111000110001,blue
08991,0,Parallelogram,16,4,54,22,60,"(255, 0, 0)",11111000110001,blue
08992,0,Ellipse,16,4,6,38,60,"(255, 0, 0)",00000100110001,blue
08993,0,Ellipse,16,4,6,38,60,"(255, 0, 0)",10000100110001,blue
08994,0,Parallelogram,16,4,6,38,60,"(255, 0, 0)",01000100110001,blue
08995,0,Parallelogram,16,4,6,38,60,"(255, 0, 0)",11000100110001,blue
08996,0,Ellipse,16,4,22,38,60,"(255, 0, 0)",00100100110001,blue
08997,0,Ellipse,16,4,22,38,60,"(255, 0, 0)",10100100110001,blue
08998,0,Parallelogram,16,4,22,38,60,"(255, 0, 0)",01100100110001,blue
08999,0,Parallelogram,16,4,22,38,60,"(255, 0, 0)",11100100110001,blue
09000,0,Ellipse,16,4,38,38,60,"(255, 0, 0)",00010100110001,blue
09001,0,Ellipse,16,4,38,38,60,"(255, 0, 0)",10010100110001,blue
09002,0,Parallelogram,16,4,38,38,60,"(255, 0, 0)",01010100110001,blue
09003,0,Parallelogram,16,4,38,38,60,"(255, 0, 0)",11010100110001,blue
09004,0,Ellipse,16,4,54,38,60,"(255, 0, 0)",00110100110001,blue
09005,0,Ellipse,16,4,54,38,60,"(255, 0, 0)",10110100110001,blue
09006,0,Parallelogram,16,4,54,38,60,"(255, 0, 0)",01110100110001,blue
09007,0,Parallelogram,16,4,54,38,60,"(255, 0, 0)",11110100110001,blue
09008,0,Ellipse,16,4,6,54,60,"(255, 0, 0)",00001100110001,blue
09009,0,Ellipse,16,4,6,54,60,"(255, 0, 0)",10001100110001,blue
09010,0,Parallelogram,16,4,6,54,60,"(255, 0, 0)",01001100110001,blue
09011,0,Parallelogram,16,4,6,54,60,"(255, 0, 0)",11001100110001,blue
